"ABronte_Agnes" "ABronte_Tenant" "Austen_Emma" "Austen_Pride" "Austen_Sense" "CBronte_Jane" "CBronte_Professor" "CBronte_Villette" "Dickens_Bleak" "Dickens_David" "Dickens_Hard" "EBronte_Wuthering" "Eliot_Adam" "Eliot_Middlemarch" "Eliot_Mill" "Fielding_Joseph" "Fielding_Tom" "Richardson_Clarissa" "Richardson_Pamela" "Sterne_Sentimental" "Sterne_Tristram" "Thackeray_Barry" "Thackeray_Pendennis" "Thackeray_Vanity" "Trollope_Barchester" "Trollope_Phineas" "Trollope_Prime"
"interrupted" 0.00721677756448191 0.010011896488769 0.00617386848425355 0.00733340938350472 0.00496952027564272 0.00792732230907044 0.00333548286673634 0.00304975678189664 0.00193357880576648 0.00329837967098663 0.00284072078555399 0.024288310622367 0.000897533130191668 0.00278121996668717 0.00280126430395585 0.00796778119024164 0.0119785754621734 0.00666300372308147 0.0040534150021393 0.00725513905683192 0.0031496062992126 0.00463628355510223 0.00164512467303147 0.00610032139061642 0.00199272654809944 0.00112363338090048 0.00138859477680075
"narrow" 0.00721677756448191 0.00353361052544789 0.00246954739370142 0.00162964652966772 0.00414126689636894 0.0163831327720789 0.0233483800671544 0.00914927034568993 0.00690563859202316 0.0043978395613155 0.00852216235666196 0.00670022361996332 0.0130142303877792 0.00772561101857546 0.0102713024478381 0.00289737497826969 0.00342245013204953 0.00317774023716193 0.00292746639043394 0.00967351874244256 0.005249343832021 0.00309085570340149 0.00137093722752623 0.00192641728124729 0.00298908982214916 0.00112363338090048 0.000694297388400374
"prince" 0.00144335551289638 0 0.000617386848425355 0 0 0.000528488153938029 0 0.0020331711879311 0.0176784347955793 0.00302351469840441 0 0.000837527952495414 0.000448766565095834 0.00154512220371509 0.00140063215197793 0.00289737497826969 0.00256683759903715 0.00205015499171737 0.00270227666809287 0.0120918984280532 0.0041994750656168 0.0618171140680297 0.0084998108106626 0.0170166859843511 0.00348727145917401 0.00074908892060032 0.00104144608260056
"suffering" 0.00577342205158553 0.00883402631361971 0.00987818957480568 0.00162964652966772 0.0124238006891068 0.0100412749248226 0.00778279335571813 0.015757076706466 0.00303848098049019 0.00137432486291109 0.00378762771407198 0.00418763976247707 0.018848195734025 0.00525341549263131 0.00793691552787491 0.00434606246740453 0.00313724595437874 0.00348526348591954 0.00157632805638751 0.00241837968561064 0.0047244094488189 0.00231814177755112 0.00466118657358917 0.00256855637499639 0.00298908982214916 0.0018727223015008 0.00312433824780168
"unable" 0.00721677756448191 0.00471148070059718 0.00123477369685071 0.011407525707674 0.0149085608269282 0.00211395261575212 0.00222365524449089 0.000508292796982774 0.00359093206785204 0.00742135425971991 0.00473453464258998 0.00335011180998166 0.00673149847643751 0.00741658657783244 0.00700316075988963 0.00434606246740453 0.00427806266506192 0.00645798822390973 0.00382822527979823 0 0.0005249343832021 0.00231814177755112 0.000822562336515736 0.000642139093749097 0.00747272455537289 0.00636725582510272 0.00937301474340504
"wide" 0.0101034885902747 0.00412254561302253 0 0.00244446979450157 0.000828253379273787 0.0116267393866366 0.0122301038446999 0.0188068334883626 0.00690563859202316 0.00659675934197326 0.010415976213698 0.010050335429945 0.00897533130191668 0.00618048881486037 0.0172744632077278 0.00144868748913484 0.00199642924369556 0.00102507749585869 0.000900758889364289 0.00241837968561064 0.0068241469816273 0.00309085570340149 0.00219349956404196 0.00224748682812184 0.00747272455537289 0.0037454446030016 0.00277718955360149
"consciousness" 0.00144335551289638 0.00294467543787324 0.0129651238169325 0.00162964652966772 0.00993904055128545 0.00687034600119438 0.010006448600209 0.00660780636077606 0.00248602989312834 0.00467270453389772 0.00378762771407198 0.00251258385748624 0.0103216309972042 0.0271941507853856 0.0205426048956762 0.000724343744567422 0.00142602088835397 0.00297272473799019 0.000900758889364289 0 0.0015748031496063 0.00154542785170074 0.00109674978202098 0.00128427818749819 0.000498181637024859 0.00149817784120064 0.00138859477680075
"dread" 0.00288671102579276 0.00824509122604507 0.00555648163582819 0.00325929305933543 0.00579777365491651 0.00951278677088453 0.00444731048898179 0.00762439195474161 0.00497205978625667 0.00714648928713769 0.00852216235666196 0.00837527952495415 0.0121166972575875 0.0126700020704638 0.0158738310557498 0.00144868748913484 0.00142602088835397 0.00297272473799019 0.00472898416916252 0 0.0010498687664042 0.000772713925850372 0.000822562336515736 0.00160534773437274 0.00398545309619887 0.00224726676180096 0.00173574347100093
"scarce" 0 0.00294467543787324 0.00123477369685071 0.000814823264833858 0 0.00158546446181409 0.00333548286673634 0.0213482974732765 0.000828676631042779 0.000274864972582219 0 0 0 0.000618048881486037 0.000466877383992642 0.0246276873152923 0.0322280720767998 0.000102507749585869 0.00135113833404643 0.0628778718258767 0.0257217847769029 0.0054089974809526 0.00411281168257868 0.00321069546874549 0 0.00037454446030016 0
"spot" 0.00288671102579276 0.00530041578817183 0.00432170793897748 0.005703762853837 0.00745428041346409 0.00687034600119438 0.00444731048898179 0.0101658559396555 0.00856299185410872 0.00714648928713769 0.00378762771407198 0.00502516771497249 0.00897533130191668 0.00648951325560339 0.0116719345998161 0.00289737497826969 0.000855612533012384 0.00215266274130324 0.00292746639043394 0.00483675937122128 0.0047244094488189 0.00309085570340149 0.00137093722752623 0.00353176501562003 0.00448363473322373 0.009363611507504 0.0052072304130028
"yard" 0.00433006653868914 0.000588935087574647 0 0 0.000828253379273787 0.00634185784725635 0.0111182762224545 0.0020331711879311 0.00966789402883242 0.0115443288484532 0.00189381385703599 0.014237975192422 0.0192969622991209 0.00247219552594415 0.0102713024478381 0.00362171872283711 0.00199642924369556 0.00246018599006085 0.00315265611277501 0.0217654171704958 0.0073490813648294 0.00154542785170074 0.00383862423707343 0.00321069546874549 0.00398545309619887 0.00262181122210112 0.00381863563620205
"apt" 0.00433006653868914 0.00235574035029859 0.00432170793897748 0.000814823264833858 0 0.00211395261575212 0.00111182762224545 0.00304975678189664 0.00138112771840463 0.000274864972582219 0 0.000837527952495414 0.00718026504153335 0.0105068309852626 0.0112050572158234 0.0065190937011068 0.0134045963505273 0.00830312771645536 0.00855720944896075 0.00241837968561064 0.0057742782152231 0.000772713925850372 0.000274187445505245 0 0.00298908982214916 0.00337090014270144 0.00451293302460243
"contented" 0.00433006653868914 0.00706722105089577 0.00370432109055213 0.00325929305933543 0.00331301351709515 0.00211395261575212 0.00333548286673634 0.00152487839094832 0.00303848098049019 0.00219891978065775 0.00284072078555399 0.00502516771497249 0.00762903160662918 0.00309024440743018 0.00700316075988963 0.00796778119024164 0.0156862297718937 0.00379278673467714 0.00450379444682145 0.00725513905683192 0.0036745406824147 0.00463628355510223 0.00411281168257868 0.00321069546874549 0.00647636128132317 0.00411998906330176 0.00937301474340504
"faces" 0.00721677756448191 0.00294467543787324 0.00185216054527606 0.00244446979450157 0.000828253379273787 0.00739883415513241 0.00889462097796358 0.00406634237586219 0.00745808967938501 0.00632189436939104 0.011362883142216 0.010050335429945 0.0175018960387375 0.00494439105188829 0.00700316075988963 0.00362171872283711 0.00370765430972033 0.00379278673467714 0.000900758889364289 0.0120918984280532 0.0047244094488189 0.00309085570340149 0.00383862423707343 0.00866887776561281 0.00298908982214916 0.00262181122210112 0.000694297388400374
"important" 0.00866013307737829 0.00824509122604507 0.0123477369685071 0.00814823264833858 0.00993904055128545 0.00105697630787606 0.00778279335571813 0.00254146398491387 0.00441960869889482 0.00522243447906216 0.00189381385703599 0.000837527952495414 0.00359013252076667 0.00988878210377659 0.00326814168794849 0.00144868748913484 0.00256683759903715 0.00430532548260648 0.00585493278086788 0.00241837968561064 0.0005249343832021 0.00309085570340149 0.00329024934606294 0.00288962592187094 0.0109599960145469 0.00524362244420224 0.00729012257820392
"nine" 0.00288671102579276 0.00117787017514929 0.00246954739370142 0.00162964652966772 0.000828253379273787 0.0110982512326986 0.00222365524449089 0.00762439195474161 0.0052482853299376 0.00907054409521323 0.00946906928517996 0.00502516771497249 0.00538519878115001 0.00278121996668717 0.00326814168794849 0.00289737497826969 0.00228163342136636 0.00399780223384888 0.00225189722341072 0.0120918984280532 0.0152230971128609 0.00154542785170074 0.00383862423707343 0.00385283456249458 0.00697454291834803 0.009363611507504 0.00590152780140317
"parted" 0.00288671102579276 0.00824509122604507 0.00617386848425355 0.011407525707674 0.0107672939305592 0.00581336969331832 0.00555913811122724 0.00609951356379329 0.00220980434944741 0.00879567912263101 0.00473453464258998 0.00502516771497249 0.00403889908586251 0.00556243993337433 0.00653628337589699 0.00289737497826969 0.00370765430972033 0.00338275573633367 0.00270227666809287 0.00241837968561064 0.0020997375328084 0.00154542785170074 0.00767724847414687 0.00610032139061642 0.00448363473322373 0.00599271136480256 0.00347148694200187
"proposal" 0.00288671102579276 0.00117787017514929 0.00617386848425355 0.00814823264833858 0.00496952027564272 0.00158546446181409 0.00667096573347268 0.000508292796982774 0.0052482853299376 0.00384810961615107 0.00946906928517996 0.00167505590499083 0 0.00432634217040226 0.000466877383992642 0.0065190937011068 0.00827092115245304 0.0103532827081727 0.00968315806066611 0.00725513905683192 0.0010498687664042 0.00618171140680297 0.0030160619005577 0.00353176501562003 0.000996363274049719 0.00149817784120064 0.000347148694200187
"carrying" 0.00144335551289638 0.00176680526272394 0.00555648163582819 0.00325929305933543 0.0066260270341903 0.00264244076969015 0 0.00254146398491387 0.00552451087361853 0.00742135425971991 0.00378762771407198 0.00167505590499083 0.0130142303877792 0.0132880509519498 0.00747003814388227 0.00507040621197195 0.00484847102040351 0.00389529448426301 0.00135113833404643 0.00241837968561064 0.0057742782152231 0.00618171140680297 0.00383862423707343 0.00610032139061642 0.00398545309619887 0.00337090014270144 0.00312433824780168
"daily" 0.00577342205158553 0.00530041578817183 0.00617386848425355 0.00244446979450157 0.00331301351709515 0.0105697630787606 0.00889462097796358 0.00559122076681051 0.0041433831552139 0.00329837967098663 0.00568144157110798 0.00921280747744956 0.00359013252076667 0.0033992688481732 0.0056025286079117 0.0065190937011068 0.00456326684273271 0.00215266274130324 0.00225189722341072 0 0.0036745406824147 0.00386356962925186 0.00630631124662064 0.0118795732343583 0.00846908782942261 0.00411998906330176 0.0079844199666043
"dared" 0.00577342205158553 0.00706722105089577 0.00617386848425355 0.0105927024428401 0.00911078717201166 0.0158546446181409 0.00555913811122724 0.0116907343306038 0.00110490217472371 0.00274864972582219 0 0.014237975192422 0.00762903160662918 0.00587146437411735 0.00980442506384548 0 0.00199642924369556 0.0032802479867478 0.00202670750106965 0 0.0005249343832021 0.00695442533265335 0.00411281168257868 0.00545818229686732 0.00547999800727345 0.00449453352360192 0.00486008171880262
"inclination" 0.00288671102579276 0.00235574035029859 0.0129651238169325 0.0179261118263449 0.0140803074476544 0.00369941707756621 0.00667096573347268 0.00406634237586219 0.0041433831552139 0.00192405480807553 0.00284072078555399 0.00502516771497249 0.00179506626038334 0.00556243993337433 0.00606940599190435 0.013762531146781 0.0102673503961486 0.00727805022059668 0.00540455333618574 0.00483675937122128 0.0015748031496063 0.00154542785170074 0.000822562336515736 0.000963208640623646 0.000996363274049719 0.00037454446030016 0.00138859477680075
"anxiety" 0.0101034885902747 0.0141344421017915 0.0117303501200817 0.0154816420318433 0.0149085608269282 0.00422790523150424 0.00333548286673634 0.00355804957887942 0.0052482853299376 0.00412297458873328 0 0.00418763976247707 0.0112191641273959 0.0120519531889777 0.0102713024478381 0.00362171872283711 0.00342245013204953 0.000512538747929343 0.00135113833404643 0 0.0010498687664042 0.00309085570340149 0.00438699912808392 0.00192641728124729 0.00547999800727345 0.00599271136480256 0.00312433824780168
"mad" 0 0.00647828596332112 0.0067912553326789 0 0 0.0116267393866366 0.00444731048898179 0.00559122076681051 0.00607696196098038 0.00852081415004879 0.00852216235666196 0.0167505590499083 0.00359013252076667 0.00123609776297207 0.00513565122391906 0.00579474995653938 0.00627449190875748 0.00410030998343475 0.0024770869457518 0 0.0020997375328084 0.0100452810360548 0.00685468613763113 0.00353176501562003 0.00199272654809944 0.0037454446030016 0.00347148694200187
"murdstone" 0 0 0 0 0 0 0 0 0 0.0885065211714745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"protection" 0 0.00294467543787324 0.00123477369685071 0.00162964652966772 0.00248476013782136 0.00211395261575212 0.00333548286673634 0.00304975678189664 0.00303848098049019 0.00274864972582219 0.00189381385703599 0 0.000448766565095834 0.00123609776297207 0.000466877383992642 0.00289737497826969 0.0054188793757451 0.0175288251791835 0.00517936361384466 0.0120918984280532 0.0036745406824147 0.00386356962925186 0.00191931211853672 0.00353176501562003 0.00498181637024859 0.0018727223015008 0.000347148694200187
"watched" 0.00288671102579276 0.00588935087574648 0.00493909478740284 0.005703762853837 0.00828253379273787 0.017968597233893 0.0166774143336817 0.0223648830672421 0.00359093206785204 0.00494756950647994 0.00757525542814397 0.010050335429945 0.002692599390575 0.00494439105188829 0.0056025286079117 0 0.000285204177670795 0.00215266274130324 0.00427860472448038 0 0.0005249343832021 0.00463628355510223 0.00466118657358917 0.00834780821873826 0.000498181637024859 0.00224726676180096 0.00312433824780168
"caused" 0 0.00235574035029859 0 0.000814823264833858 0.000828253379273787 0.00158546446181409 0.00111182762224545 0.00254146398491387 0.00635318750466131 0.00219891978065775 0.00284072078555399 0.00921280747744956 0.00493643221605417 0.00370829328891622 0.00653628337589699 0.00507040621197195 0.00570408355341589 0.00287021698840432 0.00202670750106965 0 0.0005249343832021 0.0200905620721097 0.0139835597207675 0.0154113382499783 0.00398545309619887 0.00074908892060032 0.00833156866080448
"earl" 0 0 0 0.00162964652966772 0 0.000528488153938029 0 0 0 0 0 0 0 0.000309024440743018 0 0.00217303123370227 0 0.000512538747929343 0.00765645055959646 0 0.0015748031496063 0.00772713925850372 0.00685468613763113 0.00898994731248736 0.00547999800727345 0.072661625298231 0.00138859477680075
"strongly" 0.00577342205158553 0.00353361052544789 0.00432170793897748 0.00651858611867086 0.0066260270341903 0.00369941707756621 0.00333548286673634 0.00254146398491387 0.00580073641729945 0.00522243447906216 0.00284072078555399 0.000837527952495414 0.00942409786701252 0.00988878210377659 0.013072566751794 0.00579474995653938 0.00969694204080701 0.00235767824047498 0.00202670750106965 0.00483675937122128 0.005249343832021 0.00231814177755112 0.00329024934606294 0.00128427818749819 0.00846908782942261 0.00599271136480256 0.00347148694200187
"sympathy" 0.0115468441031711 0.010011896488769 0.00308693424212677 0 0.00414126689636894 0.0089842986169465 0.00667096573347268 0.00660780636077606 0.00469583424257575 0.0043978395613155 0.00284072078555399 0.0058626956674679 0.0121166972575875 0.0083436599000615 0.00606940599190435 0 0.00114081671068318 0.000102507749585869 0.000450379444682145 0 0.0010498687664042 0.00231814177755112 0.0109674978202098 0.00738459957811462 0.00797090619239775 0.009363611507504 0.00833156866080448
"usually" 0.00721677756448191 0.00471148070059718 0.00246954739370142 0.00651858611867086 0.00414126689636894 0.00528488153938029 0.00889462097796358 0.00508292796982774 0.00497205978625667 0.00549729945164438 0.0132566969992519 0.00418763976247707 0.00628273191134168 0.016687319800123 0.0088706702958602 0.00144868748913484 0.00427806266506192 0.0016401239933739 0.00180151777872858 0.00483675937122128 0.0078740157480315 0.00386356962925186 0.00164512467303147 0.00321069546874549 0.00996363274049718 0.00337090014270144 0.00381863563620205
"objection" 0.00288671102579276 0.00471148070059718 0.00802602902952961 0.0122223489725079 0.00993904055128545 0.00158546446181409 0.00222365524449089 0.00152487839094832 0.0041433831552139 0.00329837967098663 0.00189381385703599 0.00251258385748624 0.00224383282547917 0.00803463545931848 0.00233438691996321 0.00434606246740453 0.00655969608642827 0.00645798822390973 0.00608012250320895 0 0.0068241469816273 0.00309085570340149 0.00329024934606294 0.00192641728124729 0.00398545309619887 0.00149817784120064 0.00972016343760523
"broad" 0.0101034885902747 0.00471148070059718 0.00432170793897748 0.000814823264833858 0.000828253379273787 0.0137406920023888 0.0177892419559272 0.0142321983155177 0.0121539239219608 0.00632189436939104 0.00189381385703599 0.00251258385748624 0.0175018960387375 0.00370829328891622 0.0112050572158234 0.00217303123370227 0.00171122506602477 0.00153761624378803 0.00180151777872858 0.00241837968561064 0.0015748031496063 0.00309085570340149 0.0030160619005577 0.00288962592187094 0.00348727145917401 0.00262181122210112 0.00138859477680075
"effingham" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.119479682835751 0
"parting" 0.00144335551289638 0.00353361052544789 0.00802602902952961 0.005703762853837 0.00828253379273787 0.00581336969331832 0.00667096573347268 0.00457463517284497 0.00552451087361853 0.0101700039855421 0.00662834849962597 0.00167505590499083 0.0103216309972042 0.00556243993337433 0.0116719345998161 0.00507040621197195 0.00142602088835397 0.00338275573633367 0.00450379444682145 0.00241837968561064 0 0.000772713925850372 0.00329024934606294 0.00898994731248736 0.0024909081851243 0.00112363338090048 0.00312433824780168
"barchester" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.158421760573905 0 0
"chariot" 0 0.000588935087574647 0 0 0.00165650675854757 0 0.00111182762224545 0.00101658559396555 0.000828676631042779 0.00247378475323997 0.000946906928517996 0 0 0.00123609776297207 0 0.0108651561685113 0.000855612533012384 0.00953322071148579 0.0294998536266805 0.00241837968561064 0.0047244094488189 0.0146815645911571 0.00246768700954721 0.00449497365624368 0 0.00037454446030016 0
"fletcher" 0 0 0 0 0 0 0 0 0 0 0 0 0.000897533130191668 0.00216317108520113 0 0 0 0 0 0 0 0 0 0 0 0 0.107268946507858
"scheme" 0.00288671102579276 0.00176680526272394 0.0141998975137832 0.0146668187670094 0.00496952027564272 0.00264244076969015 0 0.00152487839094832 0.00193357880576648 0.00274864972582219 0 0.000837527952495414 0.00224383282547917 0.00401731772965924 0.00233438691996321 0.000724343744567422 0.00655969608642827 0.0102507749585869 0.0040534150021393 0 0.0010498687664042 0.0123634228136059 0.00329024934606294 0.00256855637499639 0.00846908782942261 0.0018727223015008 0.0052072304130028
"seth" 0 0 0 0 0 0 0 0 0 0 0 0 0.142707767700475 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"weakness" 0.00288671102579276 0.00647828596332112 0.00123477369685071 0.00407411632416929 0.00331301351709515 0.00317092892362818 0.00222365524449089 0.00660780636077606 0.00276225543680926 0.00549729945164438 0.000946906928517996 0.00670022361996332 0.00628273191134168 0.00309024440743018 0.00700316075988963 0.00362171872283711 0.00427806266506192 0.00676551147266733 0.00945796833832504 0.00967351874244256 0.005249343832021 0.00386356962925186 0.00246768700954721 0.00224748682812184 0.00647636128132317 0.00262181122210112 0.00416578433040224
"woodhouse" 0 0 0.193859470405561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000307523248757606 0.000225189722341072 0 0 0 0 0 0 0 0
"addressed" 0.00577342205158553 0.00294467543787324 0.00246954739370142 0.0138519955021756 0.00248476013782136 0.0100412749248226 0.0166774143336817 0.00559122076681051 0.00635318750466131 0.00907054409521323 0.011362883142216 0.00418763976247707 0.00314136595567084 0.00525341549263131 0.000933754767985284 0.00289737497826969 0.00313724595437874 0.00225517049088911 0.00135113833404643 0.00241837968561064 0.0010498687664042 0.00927256711020446 0.00959656059268358 0.00385283456249458 0.00597817964429831 0.00411998906330176 0.00416578433040224
"blifil" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000724343744567422 0.0901245201439711 0 0 0 0 0 0 0 0 0 0
"despair" 0.00577342205158553 0.0106008315763437 0.00308693424212677 0.000814823264833858 0.00331301351709515 0.0089842986169465 0.00555913811122724 0.00457463517284497 0.00331470652417112 0.00357324464356885 0.00189381385703599 0.00502516771497249 0.00718026504153335 0.00463536661114528 0.00747003814388227 0.0115894999130788 0.0119785754621734 0.00512538747929343 0.00180151777872858 0 0.0005249343832021 0.00695442533265335 0.00575793635561015 0.00353176501562003 0.0024909081851243 0.00149817784120064 0.00243004085940131
"disappointed" 0.0158769106418602 0.010011896488769 0.0123477369685071 0.00977787917800629 0.0140803074476544 0.00317092892362818 0.00667096573347268 0.0020331711879311 0.00469583424257575 0.00384810961615107 0.00568144157110798 0.00670022361996332 0.00179506626038334 0.00772561101857546 0.00233438691996321 0.00434606246740453 0.00399285848739112 0.00502287972970757 0.00360303555745716 0.00241837968561064 0.0010498687664042 0.00231814177755112 0.00246768700954721 0.00513711274999278 0.00199272654809944 0.00486907798390208 0.00416578433040224
"possessed" 0.00866013307737829 0.00353361052544789 0.00185216054527606 0.000814823264833858 0.00165650675854757 0.00951278677088453 0.0166774143336817 0.0127073199245693 0.00580073641729945 0.00714648928713769 0.00852216235666196 0.00921280747744956 0.00314136595567084 0.00370829328891622 0.00420189645593378 0.00579474995653938 0.00827092115245304 0.0016401239933739 0.00135113833404643 0 0.0010498687664042 0.00386356962925186 0.00329024934606294 0.00513711274999278 0.00747272455537289 0.00674180028540288 0.00659582518980355
"stage" 0.00144335551289638 0.00353361052544789 0 0.000814823264833858 0.00165650675854757 0.00158546446181409 0.00111182762224545 0.00660780636077606 0.0052482853299376 0.00687162431455547 0.00757525542814397 0.000837527952495414 0.00224383282547917 0.00587146437411735 0.00420189645593378 0.0217303123370227 0.0139750047058689 0.00194764724213151 0.00292746639043394 0.0120918984280532 0.00997375328083989 0.00309085570340149 0.0128868099387465 0.00513711274999278 0.000996363274049719 0 0
"bottle" 0 0.010011896488769 0 0.00162964652966772 0 0.00158546446181409 0.00222365524449089 0.00254146398491387 0.00773431522306594 0.00467270453389772 0.011362883142216 0.00251258385748624 0.00359013252076667 0.00123609776297207 0.000933754767985284 0.00869212493480906 0.00998214621847781 0.00102507749585869 0.0024770869457518 0.00725513905683192 0.0026246719160105 0.0162269924428578 0.013435184829757 0.0160534773437274 0.000996363274049719 0.00149817784120064 0.00381863563620205
"offence" 0.0101034885902747 0.00824509122604507 0.00493909478740284 0.00162964652966772 0.0107672939305592 0.000528488153938029 0 0 0.00386715761153297 0.00467270453389772 0.00946906928517996 0.00251258385748624 0.00359013252076667 0.00370829328891622 0.00233438691996321 0.00579474995653938 0.0105525545738194 0.00994325170982926 0.00270227666809287 0.00241837968561064 0.0026246719160105 0 0.000822562336515736 0.000321069546874549 0.00448363473322373 0.00411998906330176 0.00624867649560336
"birth" 0.00144335551289638 0.00235574035029859 0.00493909478740284 0.00407411632416929 0.000828253379273787 0.00211395261575212 0.00222365524449089 0.00304975678189664 0.00359093206785204 0.00302351469840441 0.00284072078555399 0.00251258385748624 0.00179506626038334 0.00401731772965924 0.000933754767985284 0.00869212493480906 0.00713010444176986 0.00635548047432386 0.0119350552840768 0 0.0020997375328084 0.0185451342204089 0.00493537401909441 0.00513711274999278 0.00298908982214916 0.00224726676180096 0.00312433824780168
"depend" 0.00144335551289638 0.000588935087574647 0.0160520580590592 0.0179261118263449 0.00828253379273787 0.00264244076969015 0.00444731048898179 0.00152487839094832 0.00138112771840463 0.000549729945164438 0.000946906928517996 0 0.00179506626038334 0.00741658657783244 0.00186750953597057 0.00217303123370227 0.00199642924369556 0.010148267209001 0.00675569167023217 0.00725513905683192 0.0041994750656168 0.0054089974809526 0.00274187445505245 0.00321069546874549 0.00298908982214916 0.00262181122210112 0.00451293302460243
"dream" 0.00721677756448191 0.00883402631361971 0.0067912553326789 0 0.000828253379273787 0.018497085387831 0.00778279335571813 0.0106741487366383 0.0041433831552139 0.0107197339307065 0.00662834849962597 0.0117253913349358 0.00852656473682085 0.00587146437411735 0.00420189645593378 0.00289737497826969 0.00342245013204953 0.00287021698840432 0.00157632805638751 0 0.0015748031496063 0.00309085570340149 0.00191931211853672 0.00192641728124729 0.00348727145917401 0.00337090014270144 0.00381863563620205
"gradgrind" 0 0 0 0 0 0 0 0 0 0 0.298275682483169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"louisa" 0 0 0 0.00488893958900315 0 0.00792732230907044 0 0.00254146398491387 0 0.000549729945164438 0.256611777628377 0 0 0.00278121996668717 0.000466877383992642 0.000724343744567422 0 0 0 0 0 0 0.000274187445505245 0.000963208640623646 0 0 0
"compliments" 0 0.00235574035029859 0.00987818957480568 0.00896305591317243 0.00331301351709515 0 0.00667096573347268 0.00304975678189664 0.0041433831552139 0.00494756950647994 0.00284072078555399 0 0.000897533130191668 0.000927073322229055 0.000933754767985284 0.00289737497826969 0.00827092115245304 0.00779058896852602 0.00833201972661968 0.00483675937122128 0.0026246719160105 0.00772713925850372 0.00520956146459966 0.00931101685936191 0.00298908982214916 0 0.00208289216520112
"desk" 0.00721677756448191 0.00765615613847042 0.00123477369685071 0 0 0.00581336969331832 0.0300193458006271 0.0325307390068975 0.00745808967938501 0.0118191938210354 0 0 0.00448766565095834 0.00587146437411735 0.00280126430395585 0 0 0.000307523248757606 0.00180151777872858 0 0.0005249343832021 0.000772713925850372 0.00822562336515736 0.00770566912498916 0.00448363473322373 0.0018727223015008 0.00173574347100093
"fully" 0.00721677756448191 0.00942296140119436 0.00987818957480568 0.00407411632416929 0.00496952027564272 0.0110982512326986 0.00555913811122724 0.00711609915775884 0.00801054076674686 0.00494756950647994 0.00189381385703599 0.00335011180998166 0.000448766565095834 0.00927073322229055 0.00233438691996321 0.00144868748913484 0.00456326684273271 0.00246018599006085 0.00225189722341072 0 0.0083989501312336 0.00231814177755112 0.000822562336515736 0.00224748682812184 0.0149454491107458 0.00337090014270144 0.00555437910720299
"pipe" 0.00144335551289638 0 0 0 0 0.00211395261575212 0 0.00101658559396555 0.0157448559898128 0.00659675934197326 0.00378762771407198 0.00502516771497249 0.0107703975623 0.00216317108520113 0.000933754767985284 0.013762531146781 0.00342245013204953 0.000102507749585869 0 0.0145102781136638 0.0362204724409449 0.00154542785170074 0.0106933103747046 0.00706353003124007 0.000996363274049719 0 0.00347148694200187
"rough" 0.0158769106418602 0.0111897666639183 0.00185216054527606 0.000814823264833858 0 0.00739883415513241 0.010006448600209 0.00406634237586219 0.00607696196098038 0.0101700039855421 0.00568144157110798 0.0175880870024037 0.00942409786701252 0.00216317108520113 0.00793691552787491 0.00144868748913484 0.000855612533012384 0.00256269373964672 0.00337784583511609 0.00725513905683192 0.0031496062992126 0.00772713925850372 0.00383862423707343 0.00192641728124729 0.00199272654809944 0.00599271136480256 0.00451293302460243
"county" 0 0.000588935087574647 0.00123477369685071 0.00488893958900315 0.00331301351709515 0.00528488153938029 0.00333548286673634 0 0.00220980434944741 0.00164918983549331 0 0 0.0013462996952875 0.00741658657783244 0.000933754767985284 0.00434606246740453 0.00142602088835397 0.000922569746272818 0.00337784583511609 0 0.0026246719160105 0.0146815645911571 0.0183705588488514 0.0131638514218565 0.00398545309619887 0.0119854227296051 0.0124973529912067
"landlord" 0 0.00117787017514929 0 0.00162964652966772 0.000828253379273787 0.000528488153938029 0.00111182762224545 0.00101658559396555 0.00497205978625667 0.00219891978065775 0 0.00670022361996332 0.013462996952875 0.00370829328891622 0.000933754767985284 0.0065190937011068 0.0250979676350299 0.00194764724213151 0.00202670750106965 0.0290205562273277 0.005249343832021 0.0100452810360548 0.00658049869212588 0.00866887776561281 0.000996363274049719 0.00299635568240128 0.00104144608260056
"peculiar" 0.0115468441031711 0.00588935087574648 0.00432170793897748 0.00407411632416929 0.00579777365491651 0.00951278677088453 0.010006448600209 0.0147404911125004 0.00331470652417112 0.00384810961615107 0.00189381385703599 0.00753775157245873 0.00583396534624584 0.0154512220371509 0.00606940599190435 0 0.00142602088835397 0.00112758524544456 0.00225189722341072 0 0 0.00231814177755112 0.00329024934606294 0.000963208640623646 0.0129527225626463 0.00262181122210112 0.00972016343760523
